Drug_ID	Target_ID	Y
AUKXTTDRFKLJIH-UHFFFAOYSA-N	P21917	1
AUMGXDRTMXHQMJ-UHFFFAOYSA-N	P0DMS8	0
AUMGXDRTMXHQMJ-UHFFFAOYSA-N	P29275	1
AUMGXDRTMXHQMJ-UHFFFAOYSA-N	P30542	0
AUNGKQSALROPBD-SPHRTFCLSA-N	P35372	0
AUNGKQSALROPBD-SPHRTFCLSA-N	P41143	0
AUNGKQSALROPBD-SPHRTFCLSA-N	P41145	1
AUNHRXZPYDMERZ-UHFFFAOYSA-N	P20395	0
AUNHRXZPYDMERZ-UHFFFAOYSA-N	P23945	1
AUOCWSNQHWTPIJ-UHFFFAOYSA-N	P24053	1
AUOCWSNQHWTPIJ-UHFFFAOYSA-N	P32247	0
AUOCWSNQHWTPIJ-UHFFFAOYSA-N	P52500	1
AUONECWBDHODLJ-OAHLLOKOSA-N	P25099	1
AUONECWBDHODLJ-OAHLLOKOSA-N	P30543	0
AUOXZICNYGBVPT-UHFFFAOYSA-N	P14416	1
AUOXZICNYGBVPT-UHFFFAOYSA-N	P35348	1
AUOXZICNYGBVPT-UHFFFAOYSA-N	P35462	0
AUPFODUFUNPAOB-UHFFFAOYSA-N	P08908	0
AUPFODUFUNPAOB-UHFFFAOYSA-N	P28566	1
AUQZROKGNYIFMG-UHFFFAOYSA-N	P08908	0
AUQZROKGNYIFMG-UHFFFAOYSA-N	P14416	0
AUQZROKGNYIFMG-UHFFFAOYSA-N	P19020	1
AUQZROKGNYIFMG-UHFFFAOYSA-N	P25100	1
AUQZROKGNYIFMG-UHFFFAOYSA-N	P35348	0
AUQZROKGNYIFMG-UHFFFAOYSA-N	P35368	0
AURLHFYBUXKXRM-UHFFFAOYSA-N	P29274	1
AURLHFYBUXKXRM-UHFFFAOYSA-N	P30542	0
AUSJXPHBBAYKTR-HFEZEVQOSA-N	P30874	0
AUSJXPHBBAYKTR-HFEZEVQOSA-N	P31391	1
AUSJXPHBBAYKTR-HFEZEVQOSA-N	P32745	0
AUSJXPHBBAYKTR-WMQOXTIQSA-N	P30874	0
AUSJXPHBBAYKTR-WMQOXTIQSA-N	P31391	1
AUSJXPHBBAYKTR-WMQOXTIQSA-N	P32745	0
AUTAZSRNKRMUDE-HAVJAKGFSA-N	P30872	0
AUTAZSRNKRMUDE-HAVJAKGFSA-N	P30874	1
AUTAZSRNKRMUDE-HAVJAKGFSA-N	P31391	1
AUTAZSRNKRMUDE-HAVJAKGFSA-N	P32745	0
AUTAZSRNKRMUDE-HAVJAKGFSA-N	P35346	1
AUTAZSRNKRMUDE-XDSAXFAGSA-N	P31391	1
AUTAZSRNKRMUDE-XDSAXFAGSA-N	P32745	0
AUTAZSRNKRMUDE-XDSAXFAGSA-N	P35346	1
AUTKMGMMFJXIDV-UHFFFAOYSA-N	P28223	1
AUTKMGMMFJXIDV-UHFFFAOYSA-N	P35367	0
AUVBDTQCKUVYRW-UHFFFAOYSA-N	P0DMS8	0
AUVBDTQCKUVYRW-UHFFFAOYSA-N	P29274	1
AUVNCNYPOJVIRZ-BXKDBHETSA-N	P28223	0
AUVNCNYPOJVIRZ-BXKDBHETSA-N	P28335	1
AUVNCNYPOJVIRZ-BXKDBHETSA-N	P41595	0
AUVVAXYIELKVAI-CKBKHPSWSA-N	P08913	1
AUVVAXYIELKVAI-CKBKHPSWSA-N	P15823	0
AUVVAXYIELKVAI-CKBKHPSWSA-N	P18825	0
AUVVAXYIELKVAI-CKBKHPSWSA-N	P43140	0
AUVXRDCLWMODQH-MRXNPFEDSA-N	P18901	0
AUVXRDCLWMODQH-MRXNPFEDSA-N	P61169	1
AUXZCLHKLUWDDZ-UHFFFAOYSA-N	P31390	0
AUXZCLHKLUWDDZ-UHFFFAOYSA-N	Q13639	1
AUZUCMHFUOGOFB-UHFFFAOYSA-N	P51679	1
AUZUCMHFUOGOFB-UHFFFAOYSA-N	P51680	0
AUZWOHIXNGZNEC-UHFFFAOYSA-N	O43613	0
AUZWOHIXNGZNEC-UHFFFAOYSA-N	O43614	1
AVBATPOOKQCBKS-UHFFFAOYSA-N	P25021	0
AVBATPOOKQCBKS-UHFFFAOYSA-N	P35367	0
AVBATPOOKQCBKS-UHFFFAOYSA-N	Q9QYN8	1
AVBATPOOKQCBKS-UHFFFAOYSA-N	Q9Y5N1	1
AVDUGNCTZRCAHH-MDASVERJSA-N	O00222	0
AVDUGNCTZRCAHH-MDASVERJSA-N	Q14416	1
AVDUGNCTZRCAHH-MDASVERJSA-N	Q14832	1
AVDWDZWWKUBPKK-SATBOSKTSA-N	P31424	0
AVDWDZWWKUBPKK-SATBOSKTSA-N	P41594	1
AVDWDZWWKUBPKK-SATBOSKTSA-N	P41595	0
AVDWDZWWKUBPKK-SATBOSKTSA-N	Q13255	0
AVEVJMZJJJDOCI-UHFFFAOYSA-N	P21452	0
AVEVJMZJJJDOCI-UHFFFAOYSA-N	P25021	0
AVEVJMZJJJDOCI-UHFFFAOYSA-N	P30968	1
AVEVJMZJJJDOCI-UHFFFAOYSA-N	P30969	1
AVEYDODSONUKCQ-UHFFFAOYSA-N	P29274	0
AVEYDODSONUKCQ-UHFFFAOYSA-N	P29275	1
AVFCWIYMFNPMIP-GDLZYMKVSA-N	P21452	1
AVFCWIYMFNPMIP-GDLZYMKVSA-N	Q64077	0
AVFXKVJXVWBTJZ-UHFFFAOYSA-N	P43140	1
AVFXKVJXVWBTJZ-UHFFFAOYSA-N	P61169	0
AVGAGBPBTDARPF-UHFFFAOYSA-N	P30551	0
AVGAGBPBTDARPF-UHFFFAOYSA-N	P32239	1
AVHLJSGXVGYCKK-OAHLLOKOSA-N	P29274	1
AVHLJSGXVGYCKK-OAHLLOKOSA-N	P30542	0
AVHQUWRUVYEDCE-BHJHLDTFSA-N	P34995	0
AVHQUWRUVYEDCE-BHJHLDTFSA-N	P35408	0
AVHQUWRUVYEDCE-BHJHLDTFSA-N	P43115	1
AVHQUWRUVYEDCE-BHJHLDTFSA-N	P43116	0
AVIOZEGAUFSOTR-UHFFFAOYSA-N	P14416	1
AVIOZEGAUFSOTR-UHFFFAOYSA-N	P25100	1
AVIOZEGAUFSOTR-UHFFFAOYSA-N	P35348	1
AVIOZEGAUFSOTR-UHFFFAOYSA-N	P35368	0
AVKICTLBRHZUTM-UHFFFAOYSA-N	P08908	0
AVKICTLBRHZUTM-UHFFFAOYSA-N	P14416	1
AVKICTLBRHZUTM-UHFFFAOYSA-N	P21917	0
AVKICTLBRHZUTM-UHFFFAOYSA-N	P34969	0
AVKICTLBRHZUTM-UHFFFAOYSA-N	P35367	0
AVKICTLBRHZUTM-UHFFFAOYSA-N	P35462	1
AVKICTLBRHZUTM-UHFFFAOYSA-N	P41595	0
AVKLNDGGPQGOGK-JTOZRDNLSA-N	P56481	1
AVKLNDGGPQGOGK-JTOZRDNLSA-N	Q63931	0
AVKRZFFIGQFMTG-MHZLTWQESA-N	P07550	1
AVKRZFFIGQFMTG-MHZLTWQESA-N	P08588	0
AVKRZFFIGQFMTG-MHZLTWQESA-N	P13945	0
AVKXYIHXPWNSOJ-CRUWRZBZSA-N	P41143	0
AVKXYIHXPWNSOJ-CRUWRZBZSA-N	P41144	1
AVKXYIHXPWNSOJ-XGUKETMOSA-N	P41143	0
AVKXYIHXPWNSOJ-XGUKETMOSA-N	P41144	1
AVLLBMJSRITQLF-UHFFFAOYSA-N	O70526	1
AVLLBMJSRITQLF-UHFFFAOYSA-N	P30411	0
AVMJTTDTMIDNFP-DZGCQCFKSA-N	P21731	0
AVMJTTDTMIDNFP-DZGCQCFKSA-N	Q13258	1
AVNRDCQRRUOTCC-NFBKMPQASA-N	P08172	1
AVNRDCQRRUOTCC-NFBKMPQASA-N	P08173	0
AVNRDCQRRUOTCC-NFBKMPQASA-N	P08912	0
AVNRDCQRRUOTCC-NFBKMPQASA-N	P11229	1
AVNRDCQRRUOTCC-NFBKMPQASA-N	P20309	0
AVNSTIVMFUJDDN-UHFFFAOYSA-N	P14842	1
AVNSTIVMFUJDDN-UHFFFAOYSA-N	P18901	0
AVNSTIVMFUJDDN-UHFFFAOYSA-N	P28335	0
AVNSTIVMFUJDDN-UHFFFAOYSA-N	P61169	1
AVPJXROCPJGJBH-UHFFFAOYSA-N	P28223	1
AVPJXROCPJGJBH-UHFFFAOYSA-N	P28335	0
AVQXKVZGOLJRIA-UHFFFAOYSA-N	O14842	1
AVQXKVZGOLJRIA-UHFFFAOYSA-N	Q8K3T4	0
AVTOGXGTGWUJBM-SSTWWWIQSA-N	P41143	0
AVTOGXGTGWUJBM-SSTWWWIQSA-N	P41144	0
AVTOGXGTGWUJBM-SSTWWWIQSA-N	P47748	1
AVTONHYDPSFOLQ-UHFFFAOYSA-N	P14416	0
AVTONHYDPSFOLQ-UHFFFAOYSA-N	P35462	1
AVTOZWUEVSSUNP-KSVNGYGVSA-N	P0DMS8	1
AVTOZWUEVSSUNP-KSVNGYGVSA-N	P29274	0
AVTOZWUEVSSUNP-KSVNGYGVSA-N	P30542	0
AVUMTAXWDOUGCR-BVAGGSTKSA-N	P24530	0
AVUMTAXWDOUGCR-BVAGGSTKSA-N	P25101	1
AVUSYTRJVKZPGP-QGZVFWFLSA-N	P35372	1
AVUSYTRJVKZPGP-QGZVFWFLSA-N	P41143	0
AVUSYTRJVKZPGP-QGZVFWFLSA-N	P41145	1
AVUYFKHOVCOKKU-KRWDZBQOSA-N	O43613	0
AVUYFKHOVCOKKU-KRWDZBQOSA-N	O43614	1
AVVCHEPXGGYIRM-UHFFFAOYSA-N	P08913	0
AVVCHEPXGGYIRM-UHFFFAOYSA-N	P18825	1
AVWBSFSALRNJKJ-UHFFFAOYSA-N	P0DMS8	0
AVWBSFSALRNJKJ-UHFFFAOYSA-N	P29275	1
AVWBSFSALRNJKJ-UHFFFAOYSA-N	P30542	0
AVXGCGYACIYZAR-INIZCTEOSA-N	P14416	0
AVXGCGYACIYZAR-INIZCTEOSA-N	P18901	1
AVXGCGYACIYZAR-INIZCTEOSA-N	P21728	1
AVXGCGYACIYZAR-INIZCTEOSA-N	P61169	0
AVXGCGYACIYZAR-UHFFFAOYSA-N	P18901	1
AVXGCGYACIYZAR-UHFFFAOYSA-N	P61169	0
AVXIGOUSBQQJBP-YEUVXTHWSA-N	P32245	1
AVXIGOUSBQQJBP-YEUVXTHWSA-N	P33032	0
AVXIGOUSBQQJBP-YEUVXTHWSA-N	P41968	0
AVYOWJKCNOVUJC-BAOGCXAUSA-N	P21554	1
AVYOWJKCNOVUJC-BAOGCXAUSA-N	P34972	0
AVYPDSIWNYBNQV-ADGGOKABSA-N	P24530	1
AVYPDSIWNYBNQV-ADGGOKABSA-N	P25101	0
AVYPGVSZDDYIPB-UHFFFAOYSA-N	P21554	1
AVYPGVSZDDYIPB-UHFFFAOYSA-N	P34972	0
AVZFSLTZULXZCC-UHFFFAOYSA-N	P35367	1
AVZFSLTZULXZCC-UHFFFAOYSA-N	P50406	0
AVZNXYFYVNZTRE-UHFFFAOYSA-N	P25100	0
AVZNXYFYVNZTRE-UHFFFAOYSA-N	P35348	1
AVZNXYFYVNZTRE-UHFFFAOYSA-N	P35368	0
AVZZJQBTDOHRFF-UHFFFAOYSA-N	P21554	0
AVZZJQBTDOHRFF-UHFFFAOYSA-N	P34972	1
AWAIMVZXXQUWMW-UMSFTDKQSA-O	P08172	0
AWAIMVZXXQUWMW-UMSFTDKQSA-O	P11229	0
AWAIMVZXXQUWMW-UMSFTDKQSA-O	P20309	1
AWAJOBNPSUMXDW-UHFFFAOYSA-N	O43613	0
AWAJOBNPSUMXDW-UHFFFAOYSA-N	O43614	1
AWAQTFZDZQIWSM-UHFFFAOYSA-N	P08909	1
AWAQTFZDZQIWSM-UHFFFAOYSA-N	P14842	0
AWAQTFZDZQIWSM-UHFFFAOYSA-N	P19327	0
AWAXPOLEGZALIG-FQEVSTJZSA-N	P14416	0
AWAXPOLEGZALIG-FQEVSTJZSA-N	P21917	1
AWAXPOLEGZALIG-FQEVSTJZSA-N	P28223	0
AWBISQYKDUIJOK-UHFFFAOYSA-N	P24530	0
AWBISQYKDUIJOK-UHFFFAOYSA-N	P25101	1
AWCUCKNTBFFHCS-UHFFFAOYSA-N	P35372	0
AWCUCKNTBFFHCS-UHFFFAOYSA-N	P41143	0
AWCUCKNTBFFHCS-UHFFFAOYSA-N	P41145	0
AWCUCKNTBFFHCS-UHFFFAOYSA-N	P41146	1
AWCWQIFJWRNJCA-HRAATJIYSA-N	P18901	0
AWCWQIFJWRNJCA-HRAATJIYSA-N	P35406	1
AWCWQIFJWRNJCA-HRAATJIYSA-N	P61169	0
AWDCZSOETVHKLV-RUZDIDTESA-N	P32245	1
AWDCZSOETVHKLV-RUZDIDTESA-N	P33032	0
AWDCZSOETVHKLV-RUZDIDTESA-N	P41968	0
AWDCZSOETVHKLV-RUZDIDTESA-N	Q01726	0
AWDZNHIULYTTNC-LPHOPBHVSA-N	O43613	1
AWDZNHIULYTTNC-LPHOPBHVSA-N	O43614	0
AWERQXNYLVECDD-UHFFFAOYSA-N	P28223	1
AWERQXNYLVECDD-UHFFFAOYSA-N	P28335	0
AWGFVNBSZWQCDL-INIZCTEOSA-N	P43119	0
AWGFVNBSZWQCDL-INIZCTEOSA-N	P70263	1
AWHGFLZRMMYOLB-KAYWLYCHSA-N	P14600	0
AWHGFLZRMMYOLB-KAYWLYCHSA-N	P16177	0
AWHGFLZRMMYOLB-KAYWLYCHSA-N	P30547	1
AWHGFLZRMMYOLB-KAYWLYCHSA-N	P51144	0
AWHNHDGHHNGACT-UHFFFAOYSA-N	P08909	1
AWHNHDGHHNGACT-UHFFFAOYSA-N	P14416	0
AWHNHDGHHNGACT-UHFFFAOYSA-N	P14842	1
AWHNHDGHHNGACT-UHFFFAOYSA-N	P21917	1
AWHNHDGHHNGACT-UHFFFAOYSA-N	P28223	1
AWHNHDGHHNGACT-UHFFFAOYSA-N	P61169	0
AWHNHDGHHNGACT-UHFFFAOYSA-N	Q9H3N8	1
AWIAIAVIESJHNP-NVQRDWNXSA-N	P0DMS8	1
AWIAIAVIESJHNP-NVQRDWNXSA-N	P30542	0
AWIMPECZNODLQB-PMERELPUSA-N	P07550	0
AWIMPECZNODLQB-PMERELPUSA-N	P08588	0
AWIMPECZNODLQB-PMERELPUSA-N	P13945	1
AWIQRLYARUXAKO-UHFFFAOYSA-N	P29274	1
AWIQRLYARUXAKO-UHFFFAOYSA-N	P30542	0
AWIYLVWAILOVMX-RLAPIPATSA-N	P08908	0
AWIYLVWAILOVMX-RLAPIPATSA-N	P14416	1
AWIYLVWAILOVMX-RLAPIPATSA-N	P28223	0
AWIYLVWAILOVMX-RLAPIPATSA-N	P30729	1
AWIYLVWAILOVMX-RLAPIPATSA-N	P35367	0
AWIYLVWAILOVMX-RLAPIPATSA-N	P35462	1
AWIYLVWAILOVMX-UHFFFAOYSA-N	P08908	0
AWIYLVWAILOVMX-UHFFFAOYSA-N	P14416	1
AWIYLVWAILOVMX-UHFFFAOYSA-N	P28223	0
AWIYLVWAILOVMX-UHFFFAOYSA-N	P30729	1
AWIYLVWAILOVMX-UHFFFAOYSA-N	P34969	0
AWIYLVWAILOVMX-UHFFFAOYSA-N	P35367	0
AWIYLVWAILOVMX-UHFFFAOYSA-N	P35462	1
AWIYLVWAILOVMX-UHFFFAOYSA-N	P41595	0
AWJHXFHIVGSHPB-JWVBLVJJSA-O	P08172	1
AWJHXFHIVGSHPB-JWVBLVJJSA-O	P11229	0
AWJHXFHIVGSHPB-JWVBLVJJSA-O	P20309	1
AWJOAMPQOUEKCN-KDYSTLNUSA-N	P14416	0
AWJOAMPQOUEKCN-KDYSTLNUSA-N	P35462	1
AWJUKDQERXTXHY-DEOSSOPVSA-N	P41597	1
AWJUKDQERXTXHY-DEOSSOPVSA-N	P51677	0
AWKDBQYMZZKKJX-UHFFFAOYSA-N	P14416	0
AWKDBQYMZZKKJX-UHFFFAOYSA-N	P21917	1
AWKDBQYMZZKKJX-UHFFFAOYSA-N	P35462	0
AWKJUBFDTQDCHX-PANKWCGZSA-N	P32245	1
AWKJUBFDTQDCHX-PANKWCGZSA-N	Q01726	0
AWKJUBFDTQDCHX-YIPHECOHSA-N	P32245	1
AWKJUBFDTQDCHX-YIPHECOHSA-N	Q01726	0
AWLKNBWKVMBAKT-FDXPNMITSA-N	P14600	0
AWLKNBWKVMBAKT-FDXPNMITSA-N	P25103	0
AWLKNBWKVMBAKT-FDXPNMITSA-N	P32300	1
AWLKNBWKVMBAKT-FDXPNMITSA-N	P33535	1
AWLKNBWKVMBAKT-FDXPNMITSA-N	P41143	1
AWLSTJIFCIWJST-RTBURBONSA-N	P35372	0
AWLSTJIFCIWJST-RTBURBONSA-N	P41145	1
AWLXWEMCGRJJAO-ABFVQYSZSA-N	P32245	0
AWLXWEMCGRJJAO-ABFVQYSZSA-N	P33032	1
AWLXWEMCGRJJAO-ABFVQYSZSA-N	P41968	0
AWLXWEMCGRJJAO-ABFVQYSZSA-N	Q01726	0
AWMJSBTWSRJJOZ-UHFFFAOYSA-N	P41143	0
AWMJSBTWSRJJOZ-UHFFFAOYSA-N	P41144	1
AWNQBPUEPGODQB-UHFFFAOYSA-N	P08483	0
AWNQBPUEPGODQB-UHFFFAOYSA-N	P10980	1
AWOHFPFOFIIQDJ-UHFFFAOYSA-N	P08172	0
AWOHFPFOFIIQDJ-UHFFFAOYSA-N	P11229	1
AWOHFPFOFIIQDJ-UHFFFAOYSA-N	P20309	1
AWOJJPZZOHGJMY-FJFCPSMQSA-N	P32245	1
AWOJJPZZOHGJMY-FJFCPSMQSA-N	P33032	0
AWOJJPZZOHGJMY-FJFCPSMQSA-N	P41968	0
AWOQAKSRRWIEFN-UHFFFAOYSA-N	P14842	1
AWOQAKSRRWIEFN-UHFFFAOYSA-N	P28223	1
AWOQAKSRRWIEFN-UHFFFAOYSA-N	P28335	0
AWOVUCXRNCPPEA-UHFFFAOYSA-N	P35372	0
AWOVUCXRNCPPEA-UHFFFAOYSA-N	P41143	1
AWRHPMGJQNISSW-UHFFFAOYSA-N	P25021	0
AWRHPMGJQNISSW-UHFFFAOYSA-N	P35367	0
AWRHPMGJQNISSW-UHFFFAOYSA-N	Q9QYN8	1
AWRMNKFDOAUSCG-OOSWLFMASA-N	P28646	0
AWRMNKFDOAUSCG-OOSWLFMASA-N	P30680	0
AWRMNKFDOAUSCG-OOSWLFMASA-N	P30872	0
AWRMNKFDOAUSCG-OOSWLFMASA-N	P30874	0
AWRMNKFDOAUSCG-OOSWLFMASA-N	P30875	0
AWRMNKFDOAUSCG-OOSWLFMASA-N	P30935	1
AWRMNKFDOAUSCG-OOSWLFMASA-N	P30936	0
AWRMNKFDOAUSCG-OOSWLFMASA-N	P30937	1
AWRMNKFDOAUSCG-OOSWLFMASA-N	P30938	0
AWRMNKFDOAUSCG-OOSWLFMASA-N	P31391	1
AWRMNKFDOAUSCG-OOSWLFMASA-N	P32745	1
AWRMNKFDOAUSCG-OOSWLFMASA-N	P35346	1
AWSNADYOKQXJRZ-BTNBVRMJSA-N	P14416	0
AWSNADYOKQXJRZ-BTNBVRMJSA-N	P35462	1
AWSQXFXRSMMJTH-NRFANRHFSA-N	P21453	1
AWSQXFXRSMMJTH-NRFANRHFSA-N	Q99500	0
AWTBWGONODQBEZ-UHFFFAOYSA-N	P21731	0
AWTBWGONODQBEZ-UHFFFAOYSA-N	P34995	1
AWTBWGONODQBEZ-UHFFFAOYSA-N	P35408	0
AWTBWGONODQBEZ-UHFFFAOYSA-N	P43088	0
AWTBWGONODQBEZ-UHFFFAOYSA-N	P43115	0
AWTBWGONODQBEZ-UHFFFAOYSA-N	P43119	0
AWTBWGONODQBEZ-UHFFFAOYSA-N	Q13258	0
AWTDCCZSGDTQGG-UHFFFAOYSA-N	P21453	1
AWTDCCZSGDTQGG-UHFFFAOYSA-N	Q99500	0
AWTJSBNHYBHAKG-GOTSBHOMSA-N	P28223	1
AWTJSBNHYBHAKG-GOTSBHOMSA-N	P28335	0
AWTMTQOYFLGHJN-XNIJJKJLSA-N	P0DMS8	1
AWTMTQOYFLGHJN-XNIJJKJLSA-N	P25099	1
AWTMTQOYFLGHJN-XNIJJKJLSA-N	P30543	0
AWUGISSFNNESFD-UHFFFAOYSA-N	P24530	0
AWUGISSFNNESFD-UHFFFAOYSA-N	P25101	1
AWUMJRBCRRADSO-UHFFFAOYSA-N	P08908	1
AWUMJRBCRRADSO-UHFFFAOYSA-N	P28223	0
AWUWWSPJQVWBIM-HHHXNRCGSA-N	P14416	0
AWUWWSPJQVWBIM-HHHXNRCGSA-N	P21728	1
AWVAXCYPDMVCFO-UHFFFAOYSA-N	P25099	1
AWVAXCYPDMVCFO-UHFFFAOYSA-N	P30543	0
AWVUOGSYHGHVNB-QFBILLFUSA-N	P18901	1
AWVUOGSYHGHVNB-QFBILLFUSA-N	P61169	0
AWWGUVKCDIOPIQ-UHFFFAOYSA-N	P20272	1
AWWGUVKCDIOPIQ-UHFFFAOYSA-N	P21554	1
AWWGUVKCDIOPIQ-UHFFFAOYSA-N	P34972	0
AWWHYCGNIZANRQ-UHFFFAOYSA-N	P14842	0
AWWHYCGNIZANRQ-UHFFFAOYSA-N	P19327	0
AWWHYCGNIZANRQ-UHFFFAOYSA-N	P34969	1
AWWHYCGNIZANRQ-UHFFFAOYSA-N	P50406	0
AWWNWZTXVQGOOY-UHFFFAOYSA-N	P0DMS8	0
AWWNWZTXVQGOOY-UHFFFAOYSA-N	P29274	1
AWWNWZTXVQGOOY-UHFFFAOYSA-N	P30542	1
AWYWQMUBSMTLTR-UHFFFAOYSA-N	P21554	0
AWYWQMUBSMTLTR-UHFFFAOYSA-N	P34972	1
AWZBLJMDHCKOOF-UHFFFAOYSA-N	P25099	0
AWZBLJMDHCKOOF-UHFFFAOYSA-N	P30543	1
AXADKMWRPJJTBF-UONOGXRCSA-N	O43613	1
AXADKMWRPJJTBF-UONOGXRCSA-N	O43614	0
AXADKMWRPJJTBF-UONOGXRCSA-N	P56718	1
AXAGGQQXMQHIFF-UHFFFAOYSA-N	O95136	1
AXAGGQQXMQHIFF-UHFFFAOYSA-N	P21453	1
AXAGGQQXMQHIFF-UHFFFAOYSA-N	Q99500	1
AXAGGQQXMQHIFF-UHFFFAOYSA-N	Q9HBW0	0
AXBAKKNMVBYNSI-UHFFFAOYSA-N	P34976	0
AXBAKKNMVBYNSI-UHFFFAOYSA-N	P35351	1
AXBBCWVVFWOKFH-OKXJKXJKSA-N	P32245	0
AXBBCWVVFWOKFH-OKXJKXJKSA-N	Q01726	1
AXBBCWVVFWOKFH-VHRBPMNPSA-N	P32245	0
AXBBCWVVFWOKFH-VHRBPMNPSA-N	Q01726	1
AXBPYZBFXDVVMS-UHFFFAOYSA-N	P25100	0
AXBPYZBFXDVVMS-UHFFFAOYSA-N	P35348	1
AXBPYZBFXDVVMS-UHFFFAOYSA-N	P35368	1
AXBSORLKLUGMEI-OUADDPIDSA-N	P21452	1
AXBSORLKLUGMEI-OUADDPIDSA-N	P25103	1
AXBSORLKLUGMEI-OUADDPIDSA-N	P29371	0
AXBTYZPRVDTMRF-UHFFFAOYSA-N	P35372	0
AXBTYZPRVDTMRF-UHFFFAOYSA-N	P41143	0
AXBTYZPRVDTMRF-UHFFFAOYSA-N	P41145	0
AXBTYZPRVDTMRF-UHFFFAOYSA-N	P41146	1
AXCDKMXPAYZRJH-UHFFFAOYSA-N	P35372	0
AXCDKMXPAYZRJH-UHFFFAOYSA-N	P41146	1
AXCOIUNNTSIFCI-UHFFFAOYSA-N	P0DMS8	1
AXCOIUNNTSIFCI-UHFFFAOYSA-N	P29274	0
AXCOIUNNTSIFCI-UHFFFAOYSA-N	P30542	0
AXCPODYQWVLWMM-OAHLLOKOSA-N	Q7TQP3	0
AXCPODYQWVLWMM-OAHLLOKOSA-N	Q8TDV5	1
AXDHLIUKVGWRAC-UHFFFAOYSA-N	P19327	1
AXDHLIUKVGWRAC-UHFFFAOYSA-N	P61169	0
AXDIUCNCCQGFAR-UHFFFAOYSA-N	P11229	0
AXDIUCNCCQGFAR-UHFFFAOYSA-N	P14416	1
AXDLDTSPXTUODG-UHFFFAOYSA-N	P07550	1
AXDLDTSPXTUODG-UHFFFAOYSA-N	P08588	0
AXDLDTSPXTUODG-UHFFFAOYSA-N	P13945	1
AXDUXMMFIPBLRQ-UHFFFAOYSA-N	P25099	0
AXDUXMMFIPBLRQ-UHFFFAOYSA-N	P29274	1
AXDUXMMFIPBLRQ-UHFFFAOYSA-N	P30542	0
AXDUXMMFIPBLRQ-UHFFFAOYSA-N	P30543	1
AXDXFTQUQRRHCN-UHFFFAOYSA-N	P41594	1
AXDXFTQUQRRHCN-UHFFFAOYSA-N	Q13255	0
AXDZQZQUNHYUGL-UHFFFAOYSA-N	P29274	1
AXDZQZQUNHYUGL-UHFFFAOYSA-N	P46616	0
AXDZQZQUNHYUGL-UHFFFAOYSA-N	P47745	1
AXENMZHFYBPHQF-UHFFFAOYSA-N	P0DMS8	1
AXENMZHFYBPHQF-UHFFFAOYSA-N	P29274	0
AXENMZHFYBPHQF-UHFFFAOYSA-N	P29275	0
AXENMZHFYBPHQF-UHFFFAOYSA-N	P30542	0
AXEWWYOJDKJHAO-DKDIGGGLSA-N	P30551	0
AXEWWYOJDKJHAO-DKDIGGGLSA-N	P56481	1
AXEWWYOJDKJHAO-JMPYQMFUSA-N	P30551	0
AXEWWYOJDKJHAO-JMPYQMFUSA-N	P56481	1
AXEYQIQVIRZLKE-JOCHJYFZSA-N	P25021	0
AXEYQIQVIRZLKE-JOCHJYFZSA-N	P35367	0
AXEYQIQVIRZLKE-JOCHJYFZSA-N	Q9QYN8	1
AXFIIVHPUHXMCS-UHFFFAOYSA-N	P0DMS8	1
AXFIIVHPUHXMCS-UHFFFAOYSA-N	P28190	0
AXFKGEZDVMCYEO-UHFFFAOYSA-N	P24530	0
AXFKGEZDVMCYEO-UHFFFAOYSA-N	P25101	1
AXFMOMFMMVHXGZ-DEOSSOPVSA-N	P21452	1
AXFMOMFMMVHXGZ-DEOSSOPVSA-N	P29371	1
AXFMOMFMMVHXGZ-DEOSSOPVSA-N	P35372	0
AXGKNTNGRRGWAT-UHFFFAOYSA-N	P28221	1
AXGKNTNGRRGWAT-UHFFFAOYSA-N	P28222	1
AXGKNTNGRRGWAT-UHFFFAOYSA-N	P28223	0
AXGYSYZIFFKCAU-UHFFFAOYSA-N	P08908	1
AXGYSYZIFFKCAU-UHFFFAOYSA-N	P34969	0
AXHXSGOIYWBQTM-UHFFFAOYSA-N	P28190	1
AXHXSGOIYWBQTM-UHFFFAOYSA-N	P28647	0
AXHXSGOIYWBQTM-UHFFFAOYSA-N	P29274	0
AXHXSGOIYWBQTM-UHFFFAOYSA-N	P30542	0
AXIFLPLKZRNVDP-MRXNPFEDSA-N	P11229	0
AXIFLPLKZRNVDP-MRXNPFEDSA-N	P35367	1
AXIFLPLKZRNVDP-UHFFFAOYSA-N	P11229	0
AXIFLPLKZRNVDP-UHFFFAOYSA-N	P35367	1
AXJQVVLKUYCICH-OAQYLSRUSA-N	P21554	1
AXJQVVLKUYCICH-OAQYLSRUSA-N	P34972	0
AXJQVVLKUYCICH-UHFFFAOYSA-N	P21554	1
AXJQVVLKUYCICH-UHFFFAOYSA-N	P34972	0
AXKCOULBYXGBHN-NRFANRHFSA-N	O43613	0
AXKCOULBYXGBHN-NRFANRHFSA-N	O43614	1
AXKPFOAXAHJUAG-UHFFFAOYSA-N	P07550	0
AXKPFOAXAHJUAG-UHFFFAOYSA-N	P08588	0
AXKPFOAXAHJUAG-UHFFFAOYSA-N	P08908	0
AXKPFOAXAHJUAG-UHFFFAOYSA-N	P08913	0
